target_points,horizon_bars,window,feature,gain,gain_normalized
1.0,5,7,zscore_15,5.530362606048584,0.014552586120336216
1.0,5,7,zscore_30,6.0728840827941895,0.0159801761492138
1.0,5,7,zscore_60,6.635007381439209,0.017459346376647394
1.0,5,7,abs_zscore_5,7.107339859008789,0.018702241200532058
1.0,5,7,abs_zscore_15,5.073798179626465,0.01335118331761167
1.0,5,7,abs_zscore_30,3.6586415767669678,0.009627342802280666
1.0,5,7,abs_zscore_60,5.990258693695068,0.015762755850357416
1.0,5,7,zscore_direction_5,0.0,0.0
1.0,5,7,zscore_direction_15,0.0,0.0
1.0,5,7,zscore_direction_30,0.0,0.0
1.0,5,7,zscore_direction_60,0.0,0.0
1.0,5,7,log_zscore_5,5.0746026039123535,0.013353300078217003
1.0,5,7,log_zscore_30,6.139897346496582,0.016156514729647437
1.0,5,7,log_zscore_60,2.5107200145721436,0.006606704087748553
1.0,5,7,autocorrelation_30,6.156207084655762,0.016199432145026674
1.0,5,7,autocorrelation_60,6.503344535827637,0.017112889003759155
1.0,5,7,ar1_coefficient_30,5.995995044708252,0.015777850473998285
1.0,5,7,ar1_coefficient_60,6.901849269866943,0.01816151363736383
1.0,5,7,mean_reversion_speed_30,7.723320007324219,0.02032313024440301
1.0,5,7,mean_reversion_speed_60,6.520750522613525,0.01715869108578431
1.0,5,7,half_life_30,8.00063705444336,0.02105286181868076
1.0,5,7,half_life_60,6.2580084800720215,0.016467312152089002
1.0,5,7,ou_residual_30,4.338614463806152,0.011416622222640695
1.0,5,7,ou_residual_60,6.526027202606201,0.017172576131936415
1.0,5,7,normalized_ou_residual_30,6.704180717468262,0.01764136896747946
1.0,5,7,normalized_ou_residual_60,0.0,0.0
1.0,5,8,past_return_1,5.877426624298096,0.015238729659734851
1.0,5,8,past_return_3,6.192075729370117,0.016054537828236258
1.0,5,8,past_return_5,4.789791584014893,0.012418758028134958
